source,player,pos,team,bye,pass_yds,pass_tds,pass_int,rush_yds,rush_tds,fumbles_lost,two_pts,rec,rec_yds,rec_tds,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_blk,dst_forced_fumble,dst_pts_allowed
CBS,Keon Carter,WR,DET,5,0,0,0,13.322,0,0.59,0,33.387,363.272,2.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Keon Carter,WR,DET,5,0,0,0,12.049,0,0.435,0,30.496,490.28,2.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Keon Carter,WR,DET,5,0,0,0,18.53,0,0.482,0,34.111,423.749,2.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Keon Carter,WR,DET,5,0,0,0,11.766,0,0.431,0,34.749,390.445,2.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Keon Carter,WR,DET,5,0,0,0,16.161,0,0.616,0,37.808,322.016,3.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Keon Carter,WR,DET,5,0,0,0,12.976,0,0.532,0,22.26,491.769,2.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Chase Nix,WR,CHI,10,0,0,0,12.044,0,0.575,0,33.338,384.239,2.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Chase Nix,WR,CHI,10,0,0,0,13.798,0,0.613,0,35.411,449.357,2.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Chase Nix,WR,CHI,10,0,0,0,16.372,0,0.528,0,30.159,424.821,2.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Chase Nix,WR,CHI,10,0,0,0,11.393,0,0.513,0,28.978,400.237,2.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Chase Nix,WR,CHI,10,0,0,0,15.345,0,0.602,0,35.442,460.257,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Chase Nix,WR,CHI,10,0,0,0,11.537,0,0.595,0,35.442,523.233,4.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Braelon McConkey,WR,NE,6,0,0,0,13.114,0,0.339,0,34.899,551.643,2.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Braelon McConkey,WR,NE,6,0,0,0,11.083,0,0.577,0,25.918,420.204,3.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Braelon McConkey,WR,NE,6,0,0,0,10.137,0,0.481,0,29.298,470.197,2.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Braelon McConkey,WR,NE,6,0,0,0,12.033,0,0.476,0,26.627,471.337,2.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Braelon McConkey,WR,NE,6,0,0,0,10.968,0,0.464,0,34.638,431.938,2.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Braelon McConkey,WR,NE,6,0,0,0,11.536,0,0.502,0,30.226,436.409,2.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Trey Gibbs,WR,MIA,14,0,0,0,8.169,0,0.55,0,33.109,363.729,2.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Trey Gibbs,WR,MIA,14,0,0,0,13.247,0,0.417,0,27.966,454.13,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Trey Gibbs,WR,MIA,14,0,0,0,13.989,0,0.602,0,29.208,572.877,2.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Trey Gibbs,WR,MIA,14,0,0,0,14.593,0,0.525,0,27.821,471.536,3.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Trey Gibbs,WR,MIA,14,0,0,0,12.946,0,0.413,0,32.197,387.449,3.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Trey Gibbs,WR,MIA,14,0,0,0,10.591,0,0.505,0,28.665,405.043,2.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Rome Corum,WR,HOU,7,0,0,0,8.975,0,0.492,0,25.395,468.642,1.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Rome Corum,WR,HOU,7,0,0,0,14.095,0,0.463,0,34.663,266.561,2.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Rome Corum,WR,HOU,7,0,0,0,10.81,0,0.477,0,30.189,428.282,2.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Rome Corum,WR,HOU,7,0,0,0,12.955,0,0.437,0,33.102,334.812,2.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Rome Corum,WR,HOU,7,0,0,0,11.845,0,0.555,0,37.757,403.881,2.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Rome Corum,WR,HOU,7,0,0,0,12.317,0,0.634,0,28.527,484.734,2.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Corum,WR,LV,13,0,0,0,9.618,0,0.563,0,21.888,456.261,2.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Corum,WR,LV,13,0,0,0,9.855,0,0.559,0,28.463,414.0,2.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Corum,WR,LV,13,0,0,0,10.594,0,0.413,0,22.421,438.584,2.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Corum,WR,LV,13,0,0,0,8.71,0,0.587,0,29.598,263.319,2.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Corum,WR,LV,13,0,0,0,8.941,0,0.502,0,23.249,387.274,2.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Corum,WR,LV,13,0,0,0,8.768,0,0.464,0,30.623,423.392,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Garrett Nix,WR,NO,7,0,0,0,12.184,0,0.548,0,25.851,331.125,3.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Garrett Nix,WR,NO,7,0,0,0,10.458,0,0.383,0,29.731,277.164,2.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Garrett Nix,WR,NO,7,0,0,0,10.55,0,0.58,0,29.508,405.268,2.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Garrett Nix,WR,NO,7,0,0,0,10.071,0,0.647,0,26.162,409.205,2.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Garrett Nix,WR,NO,7,0,0,0,8.443,0,0.479,0,17.771,397.628,2.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Garrett Nix,WR,NO,7,0,0,0,8.953,0,0.388,0,23.085,406.094,2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Dylan Robinson,WR,HOU,7,0,0,0,9.17,0,0.564,0,30.672,453.664,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Dylan Robinson,WR,HOU,7,0,0,0,10.88,0,0.514,0,26.243,383.134,2.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Dylan Robinson,WR,HOU,7,0,0,0,12.383,0,0.578,0,28.646,393.758,2.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Dylan Robinson,WR,HOU,7,0,0,0,10.767,0,0.35,0,28.141,294.778,1.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Dylan Robinson,WR,HOU,7,0,0,0,10.108,0,0.567,0,26.236,319.987,2.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Dylan Robinson,WR,HOU,7,0,0,0,12.786,0,0.561,0,21.906,375.745,2.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Caleb Maye,WR,TEN,5,0,0,0,9.236,0,0.49,0,22.892,384.313,1.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Caleb Maye,WR,TEN,5,0,0,0,10.259,0,0.553,0,22.009,398.759,1.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Caleb Maye,WR,TEN,5,0,0,0,7.946,0,0.503,0,30.734,361.212,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Caleb Maye,WR,TEN,5,0,0,0,9.443,0,0.606,0,25.412,375.62,2.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Caleb Maye,WR,TEN,5,0,0,0,10.956,0,0.45,0,27.514,305.018,2.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Caleb Maye,WR,TEN,5,0,0,0,10.861,0,0.511,0,27.611,348.032,2.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Theo Irving,WR,DET,5,0,0,0,10.971,0,0.582,0,26.745,359.816,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Theo Irving,WR,DET,5,0,0,0,9.889,0,0.587,0,18.718,395.657,2.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Theo Irving,WR,DET,5,0,0,0,9.457,0,0.609,0,21.459,243.368,2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Theo Irving,WR,DET,5,0,0,0,10.099,0,0.58,0,23.969,376.709,2.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Theo Irving,WR,DET,5,0,0,0,11.076,0,0.794,0,26.198,388.794,2.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Theo Irving,WR,DET,5,0,0,0,8.982,0,0.481,0,26.195,290.126,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Harrison,WR,ATL,6,0,0,0,8.645,0,0.372,0,23.802,326.976,1.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Harrison,WR,ATL,6,0,0,0,11.786,0,0.487,0,24.695,266.782,1.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Harrison,WR,ATL,6,0,0,0,7.436,0,0.477,0,18.35,362.25,2.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Harrison,WR,ATL,6,0,0,0,10.988,0,0.535,0,24.152,387.039,2.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Harrison,WR,ATL,6,0,0,0,9.222,0,0.516,0,18.064,269.806,2.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Harrison,WR,ATL,6,0,0,0,10.277,0,0.63,0,24.838,339.076,1.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Devon Nabers,WR,DET,5,0,0,0,8.713,0,0.6,0,16.649,293.578,2.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Devon Nabers,WR,DET,5,0,0,0,6.412,0,0.489,0,20.209,234.622,1.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Devon Nabers,WR,DET,5,0,0,0,10.507,0,0.371,0,19.326,301.212,1.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Devon Nabers,WR,DET,5,0,0,0,9.338,0,0.5,0,23.647,338.917,1.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Devon Nabers,WR,DET,5,0,0,0,9.417,0,0.712,0,20.61,197.041,1.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Devon Nabers,WR,DET,5,0,0,0,7.711,0,0.344,0,17.839,259.288,1.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Quentin Brown,WR,ARI,5,0,0,0,7.387,0,0.401,0,19.798,280.097,1.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Quentin Brown,WR,ARI,5,0,0,0,6.962,0,0.584,0,21.046,239.993,1.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Quentin Brown,WR,ARI,5,0,0,0,8.085,0,0.416,0,21.452,277.168,1.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Quentin Brown,WR,ARI,5,0,0,0,6.586,0,0.457,0,14.526,266.09,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Quentin Brown,WR,ARI,5,0,0,0,6.516,0,0.359,0,18.058,268.097,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Quentin Brown,WR,ARI,5,0,0,0,7.347,0,0.402,0,15.691,280.822,1.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Zay Legette,WR,NYG,8,0,0,0,7.728,0,0.452,0,18.328,297.633,1.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Zay Legette,WR,NYG,8,0,0,0,6.978,0,0.54,0,16.622,282.7,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Zay Legette,WR,NYG,8,0,0,0,9.171,0,0.518,0,14.712,205.51,1.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Zay Legette,WR,NYG,8,0,0,0,5.342,0,0.482,0,13.843,224.011,1.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Zay Legette,WR,NYG,8,0,0,0,5.839,0,0.499,0,18.33,226.833,1.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Zay Legette,WR,NYG,8,0,0,0,8.103,0,0.61,0,18.237,280.367,1.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Audric Pollard,WR,DEN,14,0,0,0,5.352,0,0.506,0,18.225,176.702,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Audric Pollard,WR,DEN,14,0,0,0,6.046,0,0.463,0,12.677,272.474,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Audric Pollard,WR,DEN,14,0,0,0,5.721,0,0.418,0,16.318,177.793,1.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Audric Pollard,WR,DEN,14,0,0,0,5.966,0,0.452,0,15.048,290.088,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Audric Pollard,WR,DEN,14,0,0,0,6.167,0,0.445,0,17.288,172.348,1.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Audric Pollard,WR,DEN,14,0,0,0,6.03,0,0.353,0,18.399,241.05,1.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Garrett Carter,WR,KC,10,0,0,0,6.133,0,0.425,0,14.547,146.488,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Garrett Carter,WR,KC,10,0,0,0,5.607,0,0.455,0,17.009,187.427,0.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Garrett Carter,WR,KC,10,0,0,0,5.92,0,0.352,0,16.575,201.585,1.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Garrett Carter,WR,KC,10,0,0,0,5.402,0,0.419,0,18.505,159.157,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Garrett Carter,WR,KC,10,0,0,0,3.738,0,0.528,0,18.478,194.19,1.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Garrett Carter,WR,KC,10,0,0,0,4.805,0,0.483,0,11.069,240.996,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Blake Carter,WR,MIN,5,0,0,0,4.912,0,0.451,0,11.55,148.169,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Blake Carter,WR,MIN,5,0,0,0,5.173,0,0.485,0,14.462,163.416,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Blake Carter,WR,MIN,5,0,0,0,5.782,0,0.364,0,12.302,176.259,1.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Blake Carter,WR,MIN,5,0,0,0,4.902,0,0.452,0,11.101,151.776,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Blake Carter,WR,MIN,5,0,0,0,6.172,0,0.463,0,14.013,210.561,1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Blake Carter,WR,MIN,5,0,0,0,6.109,0,0.428,0,10.74,173.236,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Isaiah McConkey,WR,CAR,9,0,0,0,4.601,0,0.584,0,8.464,166.018,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Isaiah McConkey,WR,CAR,9,0,0,0,4.686,0,0.582,0,12.47,183.318,1.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Isaiah McConkey,WR,CAR,9,0,0,0,3.534,0,0.543,0,9.982,188.507,1.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Isaiah McConkey,WR,CAR,9,0,0,0,3.957,0,0.513,0,13.827,151.004,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Isaiah McConkey,WR,CAR,9,0,0,0,5.156,0,0.539,0,10.347,109.32,1.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Isaiah McConkey,WR,CAR,9,0,0,0,4.758,0,0.432,0,12.702,166.014,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Troy Nabers,WR,MIA,14,0,0,0,5.474,0,0.414,0,7.272,121.43,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Troy Nabers,WR,MIA,14,0,0,0,3.467,0,0.357,0,10.951,151.018,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Troy Nabers,WR,MIA,14,0,0,0,4.961,0,0.359,0,10.698,173.983,1.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Troy Nabers,WR,MIA,14,0,0,0,4.106,0,0.381,0,8.005,147.3,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Troy Nabers,WR,MIA,14,0,0,0,4.88,0,0.532,0,9.412,150.964,1.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Troy Nabers,WR,MIA,14,0,0,0,3.84,0,0.407,0,10.042,149.269,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Emeka Guerendo,WR,NO,7,0,0,0,3.932,0,0.39,0,13.374,131.865,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Emeka Guerendo,WR,NO,7,0,0,0,3.669,0,0.417,0,6.921,101.609,1.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Emeka Guerendo,WR,NO,7,0,0,0,3.687,0,0.406,0,7.87,104.86,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Emeka Guerendo,WR,NO,7,0,0,0,3.792,0,0.439,0,9.378,155.695,0.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Emeka Guerendo,WR,NO,7,0,0,0,3.553,0,0.383,0,7.71,120.187,1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Emeka Guerendo,WR,NO,7,0,0,0,2.875,0,0.467,0,11.176,111.587,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Braelon Irving,WR,CLE,12,0,0,0,3.938,0,0.389,0,8.014,134.319,0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Braelon Irving,WR,CLE,12,0,0,0,3.543,0,0.444,0,7.997,106.667,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Braelon Irving,WR,CLE,12,0,0,0,3.473,0,0.391,0,9.122,86.087,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Braelon Irving,WR,CLE,12,0,0,0,4.342,0,0.429,0,8.862,123.693,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Braelon Irving,WR,CLE,12,0,0,0,4.726,0,0.421,0,6.522,115.395,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Braelon Irving,WR,CLE,12,0,0,0,3.843,0,0.37,0,9.527,141.277,0.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Ladd Shipley,WR,KC,10,0,0,0,3.125,0,0.456,0,8.576,123.665,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Ladd Shipley,WR,KC,10,0,0,0,3.106,0,0.497,0,8.393,88.56,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Ladd Shipley,WR,KC,10,0,0,0,2.845,0,0.401,0,9.587,93.379,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Ladd Shipley,WR,KC,10,0,0,0,2.703,0,0.522,0,6.789,126.426,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ladd Shipley,WR,KC,10,0,0,0,2.807,0,0.406,0,7.826,129.073,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ladd Shipley,WR,KC,10,0,0,0,3.477,0,0.397,0,6.711,94.407,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Amari Brown,WR,NO,7,0,0,0,3.12,0,0.467,0,5.86,100.657,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Amari Brown,WR,NO,7,0,0,0,2.918,0,0.404,0,6.579,83.925,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Amari Brown,WR,NO,7,0,0,0,2.483,0,0.389,0,6.647,99.458,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Amari Brown,WR,NO,7,0,0,0,2.581,0,0.498,0,5.2,96.313,0.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Amari Brown,WR,NO,7,0,0,0,2.263,0,0.484,0,6.24,81.593,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Amari Brown,WR,NO,7,0,0,0,3.404,0,0.327,0,8.655,105.501,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Blake Wright,WR,CHI,10,0,0,0,3.154,0,0.368,0,7.14,106.189,0.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Blake Wright,WR,CHI,10,0,0,0,3.157,0,0.449,0,5.727,87.608,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Blake Wright,WR,CHI,10,0,0,0,2.76,0,0.399,0,5.165,81.98,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Blake Wright,WR,CHI,10,0,0,0,1.945,0,0.47,0,5.194,86.838,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Blake Wright,WR,CHI,10,0,0,0,2.089,0,0.473,0,6.319,81.149,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Blake Wright,WR,CHI,10,0,0,0,1.914,0,0.528,0,7.237,119.488,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Rome Allen,WR,LAC,11,0,0,0,2.293,0,0.343,0,5.3,71.305,0.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Rome Allen,WR,LAC,11,0,0,0,2.844,0,0.454,0,6.848,101.702,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Rome Allen,WR,LAC,11,0,0,0,2.208,0,0.432,0,4.728,70.92,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Rome Allen,WR,LAC,11,0,0,0,2.333,0,0.377,0,4.5,93.675,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Rome Allen,WR,LAC,11,0,0,0,2.429,0,0.51,0,6.494,113.156,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Rome Allen,WR,LAC,11,0,0,0,2.982,0,0.407,0,4.86,101.053,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Keon Hall,WR,SEA,12,0,0,0,2.154,0,0.342,0,5.699,75.111,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Keon Hall,WR,SEA,12,0,0,0,1.792,0,0.5,0,4.577,94.609,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Keon Hall,WR,SEA,12,0,0,0,2.422,0,0.447,0,5.351,74.57,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Keon Hall,WR,SEA,12,0,0,0,1.888,0,0.476,0,6.734,75.543,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Keon Hall,WR,SEA,12,0,0,0,2.461,0,0.461,0,5.869,57.784,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Keon Hall,WR,SEA,12,0,0,0,2.167,0,0.473,0,5.907,63.3,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Puka Mason,WR,NE,6,0,0,0,1.544,0,0.374,0,5.605,69.279,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Puka Mason,WR,NE,6,0,0,0,1.583,0,0.397,0,4.71,72.192,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Puka Mason,WR,NE,6,0,0,0,2.047,0,0.591,0,6.613,58.16,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Puka Mason,WR,NE,6,0,0,0,1.931,0,0.378,0,5.259,54.994,0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Puka Mason,WR,NE,6,0,0,0,2.14,0,0.416,0,5.78,57.676,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Puka Mason,WR,NE,6,0,0,0,1.935,0,0.483,0,4.338,67.133,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Malik Franklin,WR,WAS,6,0,0,0,1.846,0,0.387,0,4.319,71.905,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Malik Franklin,WR,WAS,6,0,0,0,2.316,0,0.418,0,4.504,70.675,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Malik Franklin,WR,WAS,6,0,0,0,2.216,0,0.425,0,4.484,52.59,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Malik Franklin,WR,WAS,6,0,0,0,1.256,0,0.345,0,3.961,42.385,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Malik Franklin,WR,WAS,6,0,0,0,1.146,0,0.363,0,3.989,63.63,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Malik Franklin,WR,WAS,6,0,0,0,1.65,0,0.347,0,4.035,69.857,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Kyren Maye,WR,TB,14,0,0,0,1.217,0,0.465,0,4.089,58.551,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
